               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,            0.038777,           0.0082416,            0.001036,              0.3061,             0.26484,             0.17778,            0.049454,            0.085188,            0.011319,            0.011253,           0.0045644,           0.0045644,           0.0045644
                  87,            0.040038,           0.0087693,           0.0010277,             0.24182,             0.26229,             0.15712,            0.049965,            0.082177,            0.011483,            0.011794,           0.0044724,           0.0044724,           0.0044724
                  88,            0.038561,           0.0084926,           0.0011639,             0.36913,             0.19263,             0.15941,             0.05294,            0.077799,            0.012076,            0.011011,           0.0043809,           0.0043809,           0.0043809
                  89,            0.040824,           0.0088219,           0.0014741,             0.31842,             0.21434,             0.14811,            0.050369,            0.077579,            0.012129,            0.013447,           0.0042899,           0.0042899,           0.0042899
                  90,             0.03776,            0.008439,           0.0010205,             0.35341,             0.24684,             0.17669,            0.061838,            0.080812,            0.011369,            0.012241,           0.0041994,           0.0041994,           0.0041994
                  91,             0.03842,           0.0083392,           0.0011896,             0.22866,             0.32048,             0.16589,            0.059155,            0.078934,            0.011651,            0.010867,           0.0041094,           0.0041094,           0.0041094
                  92,            0.037767,           0.0087251,          0.00096425,             0.30558,             0.23235,             0.16508,            0.054403,            0.081557,            0.011202,            0.011457,           0.0040201,           0.0040201,           0.0040201
                  93,            0.038095,            0.008355,           0.0010691,             0.29552,             0.23399,             0.15691,            0.055363,            0.079984,            0.011428,            0.012161,           0.0039314,           0.0039314,           0.0039314
                  94,            0.037173,           0.0084548,           0.0011032,             0.33705,             0.23767,             0.17219,            0.064982,            0.080511,            0.011608,            0.011063,           0.0038434,           0.0038434,           0.0038434
                  95,            0.038259,           0.0086051,           0.0016081,             0.29639,              0.2791,              0.1689,             0.06286,            0.082097,            0.011648,            0.012172,           0.0037562,           0.0037562,           0.0037562
                  96,            0.037275,           0.0082422,          0.00090312,             0.40599,             0.20196,             0.17274,            0.057715,            0.075705,            0.011929,           0.0098366,           0.0036697,           0.0036697,           0.0036697
                  97,            0.036615,           0.0083702,           0.0011369,             0.35121,              0.2431,             0.16995,            0.055398,             0.07723,            0.011692,            0.014786,            0.003584,            0.003584,            0.003584
                  98,             0.03656,           0.0084123,          0.00085965,             0.35886,             0.22324,             0.18529,            0.055196,            0.079326,            0.011447,            0.014899,           0.0034991,           0.0034991,           0.0034991
                  99,            0.035661,           0.0083504,          0.00082016,             0.27458,              0.2832,             0.19193,            0.056611,            0.081856,             0.01185,            0.012184,           0.0034152,           0.0034152,           0.0034152
                 100,            0.035923,           0.0083987,          0.00091671,             0.32914,             0.25199,             0.18288,            0.060691,            0.081196,            0.012016,            0.013816,           0.0033321,           0.0033321,           0.0033321
                 101,            0.034976,           0.0081783,          0.00093578,             0.35497,             0.21786,             0.17124,            0.055973,            0.076808,             0.01225,            0.014204,             0.00325,             0.00325,             0.00325
                 102,            0.035804,           0.0079649,           0.0010285,             0.41319,              0.2036,             0.15499,            0.047585,            0.081976,            0.012068,            0.013181,           0.0031689,           0.0031689,           0.0031689
                 103,            0.037563,           0.0081036,          0.00077383,             0.38354,             0.19448,             0.15945,            0.052511,            0.080865,            0.011985,            0.011882,           0.0030888,           0.0030888,           0.0030888
                 104,            0.032929,           0.0078516,          0.00081492,             0.32754,             0.19986,             0.15923,            0.054561,            0.080062,            0.012135,            0.012084,           0.0030097,           0.0030097,           0.0030097
                 105,             0.03408,           0.0080084,          0.00085235,             0.32807,             0.20696,             0.16104,            0.049362,            0.077338,            0.011978,            0.012735,           0.0029318,           0.0029318,           0.0029318
                 106,              0.0345,           0.0081441,          0.00086824,             0.30095,             0.21786,             0.15569,            0.050747,            0.076785,            0.011897,             0.01314,            0.002855,            0.002855,            0.002855
                 107,            0.034159,           0.0081802,          0.00085657,               0.299,             0.27194,             0.16966,            0.059767,            0.076179,            0.011743,            0.010354,           0.0027793,           0.0027793,           0.0027793
                 108,             0.03313,           0.0081266,          0.00071994,             0.40933,             0.21085,              0.1749,            0.062933,            0.078309,            0.011515,            0.011675,           0.0027048,           0.0027048,           0.0027048
                 109,            0.033885,           0.0081147,           0.0011066,             0.28024,             0.30435,              0.1793,            0.057833,              0.0782,            0.011705,            0.013554,           0.0026316,           0.0026316,           0.0026316
                 110,            0.031674,            0.007374,            0.000653,             0.34472,              0.2431,             0.18131,             0.05865,            0.079024,            0.011857,            0.013171,           0.0025596,           0.0025596,           0.0025596
                 111,            0.033887,           0.0077821,          0.00070437,             0.39021,              0.2216,             0.17269,            0.054736,            0.079788,            0.011771,            0.012842,           0.0024889,           0.0024889,           0.0024889
                 112,            0.033793,           0.0080539,          0.00082762,               0.482,             0.23216,             0.19776,            0.062941,            0.080066,            0.011675,            0.013684,           0.0024195,           0.0024195,           0.0024195
                 113,            0.032481,           0.0077333,          0.00066492,             0.45669,             0.20338,             0.18694,            0.062718,             0.08023,            0.011584,            0.013599,           0.0023515,           0.0023515,           0.0023515
                 114,            0.032511,           0.0079616,          0.00077074,             0.34622,             0.22885,             0.18589,            0.060024,            0.078245,            0.011691,            0.013292,           0.0022849,           0.0022849,           0.0022849
